date,open,close,high,low,volume
2023-12-08,7.424,7.214,7.424,7.214,227243.0
2023-12-11,7.204,7.294,7.314,7.154,110756.0
2023-12-12,7.264,7.374,7.384,7.254,105118.0
2023-12-13,7.374,7.314,7.394,7.294,101925.0
2023-12-14,7.324,7.394,7.604,7.324,283463.0
2023-12-15,7.424,7.284,7.494,7.264,164631.0
2023-12-18,7.254,7.214,7.334,7.154,116270.0
2023-12-19,7.184,7.144,7.234,7.074,107629.0
2023-12-20,7.124,7.054,7.174,7.044,79743.0
2023-12-21,7.054,7.094,7.124,6.964,84781.0
2023-12-22,7.104,6.974,7.114,6.954,91359.0
2023-12-25,6.984,6.954,7.014,6.884,59782.0
2023-12-26,6.954,6.834,6.994,6.834,71788.0
2023-12-27,6.834,6.954,6.954,6.824,70011.0
2023-12-28,6.954,7.074,7.104,6.844,92030.0
2023-12-29,7.064,7.104,7.154,7.054,98623.0
2024-01-02,7.104,7.134,7.194,7.054,78380.0
2024-01-03,7.114,7.114,7.164,7.044,62403.0
2024-01-04,7.094,7.094,7.094,7.024,58986.0
2024-01-05,7.094,6.954,7.094,6.914,62766.0
2024-01-08,6.944,6.834,6.974,6.824,56964.0
2024-01-09,6.874,7.254,7.304,6.814,272386.0
2024-01-10,7.354,7.104,7.404,7.034,252073.0
2024-01-11,7.094,7.144,7.144,6.964,172020.0
2024-01-12,7.084,7.494,7.834,7.064,498772.0
2024-01-15,7.564,7.974,8.254,7.464,705770.0
2024-01-16,7.814,7.744,7.894,7.624,411138.0
2024-01-17,7.764,7.824,7.954,7.554,450307.0
2024-01-18,7.584,7.604,7.654,7.084,349026.0
2024-01-19,7.554,8.024,8.374,7.454,962555.0
2024-01-22,7.684,7.734,7.984,7.484,637092.0
2024-01-23,7.534,8.174,8.514,7.134,913856.0
2024-01-24,7.914,8.234,8.414,7.914,734526.0
2024-01-25,8.134,8.594,8.764,8.094,780726.0
2024-01-26,8.434,8.164,8.694,8.104,617632.0
2024-01-29,8.044,8.274,8.604,8.024,517933.0
2024-01-30,8.024,7.554,8.124,7.444,539248.0
2024-01-31,7.374,6.794,7.434,6.794,438537.0
2024-02-01,6.384,6.384,6.564,6.144,314104.0
2024-02-02,6.394,6.124,6.584,5.854,302105.0
2024-02-05,5.964,5.504,5.994,5.504,282318.0
2024-02-06,5.234,5.754,5.884,5.174,253461.0
2024-02-07,5.674,5.864,6.044,5.674,237712.0
2024-02-08,5.894,6.144,6.184,5.894,210367.0
2024-02-19,6.224,6.254,6.354,6.094,236424.0
2024-02-20,6.244,6.184,6.244,6.074,177484.0
2024-02-21,6.164,6.294,6.434,6.114,249753.0
2024-02-22,6.254,6.434,6.444,6.234,219420.0
2024-02-23,6.454,6.514,6.524,6.344,219449.0
2024-02-26,6.584,6.534,6.634,6.454,208726.0
2024-02-27,6.504,6.744,6.744,6.484,188985.0
2024-02-28,6.744,6.304,6.884,6.284,274118.0
2024-02-29,6.234,6.564,6.564,6.214,193267.0
2024-03-01,6.584,6.714,6.744,6.544,178866.0
2024-03-04,6.704,6.654,6.744,6.504,147641.0
2024-03-05,6.614,6.544,6.644,6.504,116720.0
2024-03-06,6.534,6.554,6.684,6.444,108586.0
2024-03-07,6.564,6.454,6.644,6.454,116444.0
2024-03-08,6.464,6.584,6.764,6.414,197580.0
2024-03-11,6.564,6.734,6.754,6.544,191327.0
2024-03-12,6.724,6.834,6.864,6.654,177831.0
2024-03-13,6.814,6.774,6.824,6.724,119079.0
2024-03-14,6.764,6.734,6.804,6.644,101515.0
2024-03-15,6.704,6.824,6.824,6.664,101640.0
2024-03-18,6.814,6.934,6.954,6.804,135029.0
2024-03-19,6.904,6.844,6.944,6.844,100773.0
2024-03-20,6.834,6.964,6.984,6.814,146795.0
2024-03-21,6.944,6.934,6.994,6.874,114847.0
2024-03-22,6.934,7.024,7.074,6.884,253364.0
2024-03-25,6.994,6.894,7.204,6.874,223371.0
2024-03-26,6.794,6.844,6.924,6.734,169758.0
2024-03-27,6.854,6.524,6.854,6.514,169212.0
2024-03-28,6.534,6.764,6.834,6.434,175580.0
2024-03-29,6.794,6.694,6.834,6.564,127835.0
2024-04-01,6.704,6.834,6.844,6.704,123586.0
2024-04-02,6.844,6.824,6.954,6.744,115971.0
2024-04-03,6.794,6.714,6.834,6.644,91833.0
2024-04-08,6.714,6.534,6.714,6.524,88689.0
2024-04-09,6.484,6.544,6.574,6.464,72267.0
2024-04-10,6.544,6.324,6.564,6.244,111408.0
2024-04-11,6.254,6.324,6.434,6.244,65660.0
2024-04-12,6.314,6.234,6.364,6.214,66264.0
